Year,Service,Multi.Service ,Other.Service,Investment.Type,Type.Book,Wheeled Vehicles,P1.Line.Item.Number,System.Title,Anomalous,MDAP,Unit.Cost.Millions,Current.Year Gross.Cost.Millions,FY2020.Procurement ,Inventory.Objective ,Peacetime.Production ,Efficiency.Production ,Surge.Rate.Years,Surge.Rate.Months,Surge.Rate.Leadtime.Years,Surge.Rate.Leadtime.1-8-5.Years,Adjusted.Surge.Rate.Years,Agg.MSR.Years,Agg.1-8-5.Years,Agg.Max.Years,Avg.Production.Leadtime. Years,Avg.Production.Leadtime. Months
1999,Army,0,NA,GS,WTCV,Other Programs,G13000,"ARMOR MACHINE GUN, 7.62MM M240 SERIES",0,Non-MDAP,0.009658247,6.5,673,8107,12.04606241,3.377916667,1.930238095,23.16285714,1.93,1.93,1.93,1080,2400,4200,0,0
1999,Army,0,NA,GS,WTCV,Other Programs,G84200,COMMAND & CONTROL VEHICLE,0,Non-MDAP,4.42,44.2,10,439,43.9,NA,NA,NA,NA,NA,NA,0,0,0,1.333333333,16
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,TRIDENT II MISSILE UGM - 133A,0,MDAP,56.26,$281.30 ,5,434,86.8,18.08333333,18.08333333,217,20.08,16.08,18.08,12,24,24,2,24
1999,Navy,0,NA,MM,Weapons,Other Programs,210100,Tomahawk,1,MDAP,1.138596491,$129.80 ,114,"5,024",44.07017544,20.93333333,8.373333333,100.48,8.37,8.37,8.37,0,240,600,0,0
1999,Navy,0,NA,MM,Weapons,Other Programs,230700,EVOLVED SEASPARROW MISSILE,0,MDAP,1.02,$35.70 ,35,412,11.77142857,0.071527778,0.040873016,0.49047619,1.71,-0.91,0.76,2880,5760,10080,1.666666667,20
1999,Navy,1,Air Force,MM,Weapons,Other Programs,NA,Joint Standoff Weapon (JSOW),0,MDAP,0.414252336,$177.30 ,428,"23,924",55.89719626,0.079113757,0.075517677,0.906212121,1.16,-0.96,0.12,162720,302400,316800,1.083333333,13
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,STANDARD MISSILE,0,MDAP,1.962608696,$225.70 ,115,"12,526",108.9217391,0.36244213,0.189100242,2.269202899,2.19,-0.85,1.15,4032,34560,66240,2,24
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,ROLLING AIRFRAME MISSILE -RIM 116A,1,Non-MDAP,0.448,$44.80 ,100,NA,NA,NA,NA,NA,NA,NA,NA,96,900,0,1.75,21
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,AERIAL TARGETS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,996,2712,0,0
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,Drones and Decoys,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,1200,2400,0,0
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,OTHER MISSILE SUPPORT,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,3960,5760,1.5,18
1999,Navy,0,NA,MM,Weapons,Other Programs,NA,ASW Targets - MK 39 Mod 1,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,3000,6000,0.833333333,10
1999,Navy,0,NA,ARS,Weapons,Other Programs,NA,Pioneer UAV DARP,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666667,8
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,AV-8B Refmanufacture ,0,MDAP,23.55941667,282.713,12,72,6,6,3,36,5.67,1.67,4.33,8.004,12,24,2.666666667,32
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,AV-8B ENGINES,1,MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,96,240,2,24
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,F/A-18 C/D/E/F (FIGHTER) HORNET,0,MDAP,92.9261,"$2,787.78 ",30,1575,52.5,8.203125,2.386363636,28.63636364,5.05,1.61,4.28,36,192,660,2.666666667,32
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,LI 6/V-22,0,MDAP,87.25228571,610.766,7,408,58.28571429,20.39592082,11.33333333,136,13.71,10.01,12.39,4.008,20.004,36,2.375,28.5
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,HAWKEYE,0,MDAP,0.083333333,206.384,3,36,12,6,2,24,5,1,4,4.008,6,18,3,36
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,T56-A-427 ENGINE,0,MDAP,NA,NA,NA,36,NA,0.25,0.071428571,0.857142857,2.24,-0.55,1.62,72,144,504,2.166666667,26
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,T45TS AIRFRAME,0,Non-MDAP,18.84666667,282.7,15,187,12.46666667,7.791666667,1.947916667,23.375,3.95,1.45,3.45,24,24,96,2,24
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,KC-130J,0,MDAP,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,CASS,0,Non-MDAP,1268.38,"63,419",50,443,8.86,3.691666667,3.691666667,44.3,3.69,3.69,3.69,36,120,120,0,0
1999,Navy,0,NA,ARS,Aircraft,Other Programs,Y7C5,"War Consumables, Common AAE",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240,0,0,0
1999,Navy,0,NA,ARS,Aircraft,Other Programs,NA,AERIAL CAMERAS REWSON,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,864,1728,0.666666667,8
1999,Navy,0,NA,ARS,Aircraft,Other Programs,Y7C6,OTHER CAMERAS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.416666667,5
1999,Navy,0,NA,MSA,Other,Other Programs,935,81HF,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,0,0.583333333,7
1999,Navy,0,NA,MSA,Other,Other Programs,935,POLLUTION CONTROL EQUIPMENT,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,217800,SURFACE SONAR WINDOWS & DOMES,0,Non-MDAP,NA,0,0,9,NA,0.044117647,0.03125,0.375,0.36,-0.2,0.13,132,204,288,0.333333333,4
1999,Navy,0,NA,SMS,Other,Other Programs,NA,SUBMARINE ACOUSTIC WARFARE SYSTEM/C2WM,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,7200,7200,0,0
1999,Navy,0,NA,C4I,Other,Other Programs,NA,FIXED SURVEILLANCE SYSTEMS (FSS),0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,0.261904762,3.142857143
1999,Navy,0,NA,C4I,Other,Other Programs,NA,C3 COUNTERMEASURES,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.416666667,5
1999,Navy,0,NA,C4I,Other,Other Programs,NA,Naval Tactical Command Support System,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,262200,Minesweeping System Replacement,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,96,132,1.25,15
1999,Navy,0,NA,SMS,Other,Other Programs,262400,SHALLOW WATER MCM,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,144,240,0.708333333,8.5
1999,Navy,0,NA,SMS,Other,Other Programs,285100,Identification Systems,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,240,720,2.166666667,26
1999,Navy,0,NA,SMS,Other,Other Programs,500,PEO(A) PROGRAM,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,288,288,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,402500,AN/SSQ-53 (DIFAR) SONOBUOY,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,727.2,1560,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,403000,AN/SSQ-57 (SP) SONOBUOY,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,403800,PEO(A) PROGRAM AN/SSQ-110 (EER),0,Non-MDAP,NA,NA,NA,"23,057",NA,116.4494949,40.02951389,480.3541667,40.03,40.03,40.03,6,198,576,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,404500,"PEO(A) PROGRAM  SIGNAL, UNDERWATER SOUND (SUS) MK 84",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Navy,0,NA,SMS,Other,Other Programs,NA,A/C Rearming Equipment,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,6660,516,0,0
1999,Navy,0,NA,ARS,Other,Other Programs,43SJ,AIRCRAFT LAUNCH AND RECOVERY EQUIPMENT,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,60,60,1.083333333,13
1999,Navy,0,NA,ARS,Other,Other Programs,J3D1,Predator UAV Defense Airborne Reconnaissance Program (DARP) ,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.083333333,13
1999,Navy,0,NA,MSA,Other,Other Programs,Y3SX,OTHER PHOTOGRAPHIC EQUIP,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Navy,0,NA,ARS,Other,Other Programs,43SY,"AVIATION
",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8904,32220,69360,0.682291667,8.1875
1999,Navy,0,NA,ARS,Other,Other Programs,73S0,Airborne Mine Countermeasure,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,288,288,0.083333333,1
1999,Navy,0,NA,MSA,Other,Other Programs,Y3S4,REWSON PHOTOGRAPHIC EQUIP,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.25,3
1999,Navy,0,NA,MSA,Other,Other Programs,14VV,ANTI-SHIP MISSILE DECOY SYSTEMS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0,2400,0.375,4.5
1999,Navy,0,NA,MSA,Other,Other Programs,563500,FLEET MINE SUPPORT,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,36,72,0.833333333,10
1999,Marine Corps,0,NA,MM,Procurement,Other Programs,P22724,MODIFICATION KITS (ARTY & OTHER),0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,6720,13740,0,0
1999,Marine Corps,0,NA,MM,Procurement,Other Programs,P33602,PEDESTAL MOUNTED STINGER (PMS),0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,144,1080,0,0
1999,Marine Corps,0,NA,MSA,Procurement,Other Programs,P44419,AUTO TEST EQUIP,0,Non-MDAP,0.333898305,19.7,59,237,4.016949153,2.46875,0.9875,11.85,0.99,0.99,0.99,48,96,240,0,0
1999,Marine Corps,0,NA,MSA,Procurement,Other Programs,P44588,GENERAL PURPOSE TEST EQUIP,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3600,18000,0,0
1999,Marine Corps,0,NA,C4I,Procurement,Other Programs,P44007,AN/TPQ-36 FIREFINDER RADAR UPGRADES,0,Non-MDAP,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Marine Corps,0,NA,C4I,Procurement,Other Programs,NA,PORTABLE RADIOS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Marine Corps,0,NA,ARS,Procurement,Other Programs,P44003,TACTICAL AIR OPS MODULE (TAOM) ,0,Non-MDAP,0.714285714,10,14,27,1.928571429,1.125,0.5625,6.75,1.48,0.1,1.02,12,24,48,0.916666667,11
1999,Marine Corps,0,NA,MSA,Procurement,Other Programs,NA,ATACC,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,60,96,0,0
1999,Marine Corps,0,NA,GS,Procurement,Other Programs,P55512,HMMWV,1,Non-MDAP,0.056666667,1.7,30,56,1.866666667,0.006666667,0.000777778,0.009333333,0,0,0,3600,8400,72000,0,0
1999,Marine Corps,0,NA,GS,Procurement,Other Programs,P55657,MED TACTICAL VEH REPLACEMENT (MTVR) ,0,Non-MDAP,0.34875,83.7,240,7360,30.66666667,42.0569506,32.71111111,392.5333333,33.13,32.39,32.8,60,175.0008,225,0.416666667,5
1999,Marine Corps,0,NA,GS,Procurement,Other Programs,P55515,LIGHT TACTICAL VEH FLEET REMANUFACTURE,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,8400,72000,0,0
1999,Marine Corps,0,NA,GS,Procurement,Other Programs,P55701,LOGISTICS VEHICLE SYSTEM (LVS) ,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,3600,4800,0,0
1999,Marine Corps,0,NA,GS,Procurement,Other Programs,A55711,M116 TRAILER,0,Non-MDAP,NA,NA,NA,116,NA,1.546666667,0.966666667,11.6,0.97,0.97,0.97,50.0004,75,120,0,0
1999,Marine Corps,0,NA,GS,Procurement,Other Programs,A55747,M870 TRAILER,0,Non-MDAP,NA,NA,NA,256,NA,1.523809524,0.711111111,8.533333333,1.38,0.4,1.07,12,168,360,0.666666667,8
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,PE-0207219F,F-22 Advanced Tactical Fighter,0,MDAP,297.55,595.1,2,341,170.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,F- 15E DUAL ROLE FIGHTER,0,Non-MDAP,NA,NA,NA,1100,NA,22.91666667,18.33333333,220,18.33,18.33,18.33,12,48,60,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,F-16 Airframe,0,Non-MDAP,NA,NA,NA,2216,NA,20.51851852,6.839506173,82.07407407,9.51,5.95,8.62,48,108,324,2.666666667,32
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,Joint STARS,0,MDAP,231.5,463,2,2,1,0.041666667,0.033333333,0.4,0.03,0.03,0.03,12,48,60,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,PREDATOR UNMANNED AERIAL VEHICLE,1,MDAP,117.961,$117.96 ,1,6,6,NA,0.020833333,0.25,1.19,0.02,1.19,84,0,288,1.166666667,14
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,SAR,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0,288,0.583333333,7
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,Ground Control Station,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,72,0.583333333,7
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,NEW GENERATION HEATER,0,Non-MDAP,10,"$12,000 ","1,200",138,0.115,NA,0.115,1.38,0.12,0.12,0.12,0,0,1200,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,1730-00-555-6205,TRUCK MOUNTED DEICER,0,Non-MDAP,250.0163934,"$15,251 ",61,6,0.098360656,NA,0.055555556,0.666666667,0.64,0.06,0.64,12,0,108,0.583333333,7
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NSN 4920-01-082-I 095,"NOISE SUPPRESSOR SYSTEM, AIRCRAFT",0,Non-MDAP,3.152,3.152,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,4920-01-395-4067,GENERATOR TEST STAND,0,Non-MDAP,0.163066667,4.892,30,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,0.833333333,10
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,3655-01-347-9055,SELF GENERATING NITROGEN SERVICING CART (SGNSC),0,Non-MDAP,0.071541353,9.515,133,NA,NA,NA,NA,NA,NA,NA,NA,12,0,360,0.583333333,7
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,4120-01-167-5470,"AIR CONDITIONER,PD501 DIESEL",0,Non-MDAP,0.264181818,5.812,22,NA,NA,NA,NA,NA,NA,NA,NA,12,0,36,0.75,9
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,1740 00 403 8235,MHU-1 IO/M MUNITIONS TRAILER,0,Non-MDAP,0.028,1.736,62,NA,NA,NA,NA,NA,NA,NA,NA,12,0,192,0.583333333,7
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,1730-01-249-0097,"MAINTENANCE PLATFORM, HIGH REACH",0,Non-MDAP,0.659,10.544,16,NA,NA,NA,NA,NA,NA,NA,NA,12,0,24,1,12
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,4920-Ol-355-4478DQ,ELECTRONIC SYSTEM TEST STATION,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,60,0.083333333,1
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,4920-01-127-4640,"NOISE SUPPRESSOR SYSTEM, AIRCRAFT",0,Non-MDAP,2.097,2.097,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,1,12
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,1730 01428 4275,LINKLESS AMMUNITION LOADING SYSTEM (LALS),0,Non-MDAP,0.17,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,60,1.666666667,20
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,4920-NC-DOI-6804DQ,305 RADAR TEST STATION,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,36,0.5,6
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,1730 01 423 7229,UNIVERSAL RAM,0,Non-MDAP,0.028,0.028,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,192,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,LAU-117(V)3/A MISSILE LAUNCHER,0,Non-MDAP,0.034517529,20.676,599,NA,NA,NA,NA,NA,NA,NA,NA,516,0,624,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,650 GALLON CRASHWORTHY FUEL TANK,0,Non-MDAP,0.102217391,2.351,23,NA,NA,NA,NA,NA,NA,NA,NA,12,0,24,0,0
1999,Air Force,0,NA,ARS,Aircraft,Other Programs,NA,"ADVANCED AIRBORNE EXPENDABLE DECOY (AAED); RF TOWED
1 DECOYS",0,Non-MDAP,0.023151899,25.606,1106,11868,10.73056058,NA,3.296666667,39.56,4.46,3.3,4.46,720,0,3600,1.166666667,14
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,2.75 INCH ROCKET MOTOR,0,Non-MDAP,0.000557579,3.399,"6,096",NA,NA,NA,NA,NA,NA,NA,NA,96,240,0,1.5,18
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,5.56MM,0,Non-MDAP,0.000266055,5.394,"20,274",NA,NA,NA,NA,NA,NA,NA,NA,584.4,569.76,1970.4,0.916666667,11
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,30MM TRAINING,0,Non-MDAP,0.007072072,5.495,777,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.56,8.4,1,12
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,CARTRIDGE CHAFF RR-180,0,Non-MDAP,0.014667925,11.661,795,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.166666667,14
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,CARTRIDGE CHAFF RR-188,0,Non-MDAP,0.002908676,2.548,876,NA,NA,NA,NA,NA,NA,NA,NA,960,1632,0,0.833333333,10
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,"SIGNAL, MK 4 MOD 3",0,Non-MDAP,0.002878788,0.76,264,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,12
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,MK-82 INERT/BDU-50,0,Non-MDAP,0.000754495,22.49,29808,NA,NA,NA,NA,NA,NA,NA,NA,72,180,420,1.666666667,20
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,GBU-28 HARD TARGET PENETRATOR,0,Non-MDAP,0.132546448,24.256,183,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.833333333,10
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,GBU-37,0,Non-MDAP,0.088818182,0.977,11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,60
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,BOMB PRACTICE 25 POUND,0,Non-MDAP,1.41E-05,3.842,"273,257",NA,NA,NA,NA,NA,NA,NA,NA,120,720,1209.6,1.166666667,14
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,"2000 LB HE BOMB, MK-84",0,Non-MDAP,0.004820842,9.391,1948,NA,NA,NA,NA,NA,NA,NA,NA,14.4,28.8,57.6,1,12
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,MK-84 BOMB-EMPTY,0,Non-MDAP,0.002431199,7.138,2936,NA,NA,NA,NA,NA,NA,NA,NA,28.8,57.6,96,1.666666667,20
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,SENSOR FUZED WEAPON,0,MDAP,0.427091525,125.992,295,4920,16.6779661,NA,0.683333333,8.2,2.1,0.68,2.1,6000,0,7200,1.416666667,17
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,JOINT DIRECT ATTACK MUNITION (JDAM),0,MDAP,0.024305898,53.157,2187,62000,28.34933699,NA,3.69047619,44.28571429,4.77,3.69,4.77,3396,0,16800,1.083333333,13
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,WIND CORRECTED MUNITIONS DISPENSER,0,Non-MDAP,0.020505917,13.862,676,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.416666667,17
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,ASTE (INFRARED EXPENDABLE),0,Non-MDAP,0.000143058,4.886,"34,154",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.416666667,5
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,"FLARE, IR MJU-7B",0,Non-MDAP,2.60E-05,8.882,"342,240",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.083333333,13
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,MJU-10B FLARE,0,Non-MDAP,5.15E-05,10.373,"201,456",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.083333333,13
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,M206 CARTRIDGE FLARE,0,Non-MDAP,1.26E-05,11.43,"904,980",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.083333333,13
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,LUU-19 FLARE,0,Non-MDAP,0.001104941,4.338,"3,926",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.666666667,8
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,JOINT PROGRAMMABLE FUZE (JPF),0,Non-MDAP,0.003969438,15.326,"3,861",NA,NA,NA,NA,NA,NA,NA,NA,1200,0,12000,0.916666667,11
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,M-16 A2 RIFLE,0,Non-MDAP,0.000684366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,9MM COMPACT PISTOL,0,Non-MDAP,0.000684366,0.232,339,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.583333333,7
1999,Air Force,0,NA,MM,Ammunition,Other Programs,NA,M-9 PISTOL,0,Non-MDAP,0.000486058,0.767,1578,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Air Force,0,NA,MM,Missiles,Other Programs,1450-01-345-9693AH,ROCKET MOTOR SEMI TRAILER,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,0,0
1999,Air Force,0,NA,MM,Missiles,Other Programs,NA,MULTI SHAKER SYSTEM,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Air Force,0,NA,MM,Missiles,Other Programs,0207322F,"HAVE NAP, AGM-142",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,120,240,0,0
1999,Air Force,0,NA,MM,Missiles,Other Programs,0207163F,"AMRAAM, AIM-120",0,MDAP,0.600677966,177.2,295,10953,37.12881356,45.6375,39.11774538,469.4129445,40.95,37.55,39.38,120,240,280.0008,1.833333333,22
1999,Air Force,0,NA,MM,Missiles,Other Programs,0207165F,AGM-130 Powered GBU-15,0,Non-MDAP,NA,NA,NA,704,NA,3.911111111,3.911111111,46.93333333,5.24,2.58,3.91,120,180,180,1.333333333,16
1999,Air Force,0,NA,MM,Missiles,Other Programs,0305116F,TARGET DRONES,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,108,72,0.5,6
1999,Air Force,0,NA,MM,Missiles,Other Programs,0305165F,Global Positioning System,0,Non-MDAP,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
1999,Air Force,0,NA,MM,Missiles,Other Programs,PE 35913F,"United States NUDET Detection System
(USNDS) ",0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,36,0,0
1999,Air Force,0,NA,MM,Missiles,Other Programs,PE 0305119F,Medium Launch Vehicles,0,Non-MDAP,37.68,188.4,5,12,2.4,NA,0.166666667,2,0.17,0.17,0.17,0,0,72,0,0
1999,Air Force,0,NA,MSA,Other,Other Programs,NA,60K A/C LOADER,0,Non-MDAP,1.78358,89.179,50,NA,NA,NA,NA,NA,NA,NA,NA,24,0,60,1.166666667,14
1999,Air Force,0,NA,C4I,Other,Other Programs,NA,NATIONAL AIRSPACE SYSTEM (NAS) (DAAS),1,MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,72,0,0
1999,Air Force,0,NA,C4I,Other,Other Programs,NA,NATIONAL AIRSPACE SYSTEM (NAS) (DASR),1,MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36,0,0
1999,Air Force,0,NA,C4I,Other,Other Programs,NA,NATIONAL AIRSPACE SYSTEM (NAS) (VCSS),1,MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,120,0.416666667,5
1999,Air Force,0,NA,C4I,Other,Other Programs,NA,NATIONAL AIRSPACE SYSTEM (NAS) (MAMS),1,MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.416666667,5
1999,Air Force,0,NA,C4I,Other,Other Programs,NA,THEATER AIR CONTROL SYSTEMS IMPROVEMENTS,0,Non-MDAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,660,1056,0.233333333,2.8
